,latitude,longitude,bc,co,no2,o3,pm10,pm25,so2
1053,28.6821,77.305,,1880.0,13.86,,,,
1054,12.99251389,80.23744722,,610.0,10.08,5.29,,,
1055,52.463,4.60184,,-999.0,-999.0,,43.8826,30.8174,-999.0
1056,39.2517,-119.9564,,,,0.034,,,
1057,28.6235,77.2494,,90.0,45.0,28.0,,,
1058,-33.422301,-70.651162,,464.56,13.79,5.0,35.0,13.0,0.0
1059,27.8492,-80.4554,,,,0.03,,,
1060,36.569444,-115.676667,,,,0.041,,,
1061,33.7097,-116.2097,,,,0.014,43.0,,
1062,39.7892,-86.0608,,,,0.011,,,
1063,39.8589,-86.0214,,,,0.014,,,
1064,39.7489,-86.1861,,,,0.012,,,0.0
1065,39.787933,-86.13088,,0.21,0.006,0.014,,5.7,
1066,39.768056,-86.16,,0.44,,,,,
1067,39.7889,-86.2147,,,,,,5.2,
1068,39.8108,-86.1147,0.38,0.2,0.01,0.012,12.0,3.6,0.0
1069,-36.769803,-73.113708,,0.0,30.04,9.35,20.74,,10.67
1070,38.1139,-87.5369,,,,0.015,,,
1071,-36.594880886514,-72.089253650482,,,,,,20.11,
1072,-36.737202,-73.104427,,,,,35.26,,5.94
1073,13.727559345309,100.48660439296,,1.1,0.018,0.002,30.0,,0.001
1074,57.481308,-4.241451,,,17.0,,,,
1075,41.658195,-91.503471,,,,,,8.0,
1076,34.051102,-81.154999,,,,,,16.5,0.001
1077,38.508114,-82.659301,,,,0.016,,5.1,0.0
1078,40.8492,-73.9319,,,,,,4.4,
1079,40.816101,-73.902199,,,,0.011,5.0,2.0,
1080,26.0733,-97.1667,,,,,,6.6,
1081,47.552502,-122.064697,,,,0.002,,,
1082,32.1772,-96.8711,,,,-0.001,,9.2,
1083,31.7864,-106.3242,,,,0.002,,,
1084,43.816,18.2,,0.0,0.0,65.0,9.0,,24.0
1085,19.3844,-99.1176,,0.7,0.023,0.007,9.0,,0.001
1086,33.342201,-81.788597,,,,0.012,,17.9,
1087,38.34,-120.7625,,,,0.001,,,
1088,32.329111,-90.182722,,0.57,,0.001,,12.4,0.001
1089,27.0892,-82.3625,,,,0.016,,11.9,
1090,37.104462,-93.253387,,,,,,,0.001
1091,38.855301,-77.635597,,,0.007,0.017,,,
1092,35.8111,-76.9067,,,,0.025,,,0.0
1093,36.191261,-115.122931,,0.23,0.011,0.027,8.0,4.2,
1094,35.785672,-115.357047,,,,0.032,5.0,4.0,
1095,35.1441,-106.6044,,,,,16.0,,
1096,43.0034,-88.8283,,,,0.016,,,
1097,42.894402,-85.852798,,,,0.006,,,
1098,32.88229,-79.977539,,,0.007,,18.0,,0.0
1099,36.141894,-115.078725,,0.16,,0.031,,,0.0
1100,40.731689,-74.066566,,0.2,,,,,0.0
1101,40.725452,-74.052292,,,,,,0.9,
1102,37.54377,-119.83957,,,,0.022,,,
1103,39.109699,-90.328598,,,,0.008,,,
1104,35.2578,-83.7956,,,,0.052,,,
1105,36.270583,-115.238255,,,0.012,0.021,10.0,,
1106,40.3097,-78.9158,,,,0.008,,-0.5,
1107,28.0903,-82.7008,,,,0.006,,8.4,
1108,44.417999,-118.951302,,,,,,1.5,
1109,35.5,-78.4375,,,,0.026,,12.0,
1110,44.531883,-67.595879,,,,0.033,,,
1111,34.0714,-116.3906,,,,0.033,,,
1112,33.74127,-115.82041,,,,0.028,,,
1113,37.0581,-88.5725,,,,0.008,,,
1114,25.64611,-100.09556,,,,0.024,66.0,2.0,
1115,42.373001,-109.563004,,,0.0,0.032,,,
1116,46.578731,-116.708958,,,,,,5.8,
1117,-36.780632,-73.115657,,0.0,24.6,14.94,16.05,,19.66
1118,-32.935167,-71.52577,,,,,,,18.67
1119,37.7472,-97.3164,,,,,15.0,,
1120,20.869444,-156.492417,,,,,,1.0,
1121,42.2781,-85.5419,,,,0.0,,9.8,
1122,48.202499,-114.305557,,,,,7.0,,
1123,46.2094,-116.027496,,,,,,4.2,
1124,41.598,-78.7674,,,,0.005,,,
1125,21.323601,-158.088593,,0.3,0.002,,15.0,8.0,0.0
1126,32.6706,-94.1681,,,,0.0,,7.5,
1127,29.8105556,-95.8061111,,,,0.038,,,
1128,32.565,-96.3175,,,,0.003,,8.0,
1129,36.4878,-117.871,,,,,3.0,1.6,
1130,42.930599,-72.277802,,,,0.004,,-2.1,
1131,44.4336,-65.2058,,,,0.009,,,
1132,32.922498,-97.282088,,,,0.018,,,
1133,49.8611,-119.475,,,,0.0,,,
1134,-34.4763889,150.8175,,,0.0006,0.02,4.3,,0.114
1135,43.343056,-70.47139,,,,0.004,,,
1136,30.0411,-90.2728,,,,0.017,,17.9,
1137,34.0144,-84.6075,,,,0.004,,,
1138,46.2183,-119.2015,,,,,5.0,3.3,
1139,46.204582,-119.243743,,,,0.016,,,
1140,42.596,-87.886,,,,0.002,,,
1141,49.2794,-122.9711,,,,0.013,,0.2,
1142,47.386101,-122.230202,,,,,,9.1,
1143,45.04,-64.29,,,,0.006,,,
1144,43.682556,-114.371094,,,,,,0.3,
1145,44.4428,-87.5061,,,,0.016,,,
1146,13.78152,100.636548,,,0.001,0.043,16.0,,
1147,14.040299305494,100.60873959621,,0.5,0.0,0.01,48.0,,0.001
1148,20.7808,-156.4461,,,,,,5.0,
1149,31.088002,-97.679734,,,,0.021,,,
1150,38.9847,-75.5556,,,,0.015,,1.6,
1151,36.209202,-121.126099,,,,0.022,23.0,1.0,
1152,-36.784653741124,-73.052063025795,,,,39.38,15.55,21.36,
1153,30.0583,-95.1897,,,,,,15.8,
1154,41.454235,-80.591036,,,,0.002,,,
1155,41.910599,-91.651901,,,,0.011,,,
1156,43.4419,-80.5044,,,,0.001,,7.0,
1157,54.0558,-128.6739,,,,,,4.0,
1158,40.8142,-79.565,,,,0.003,,10.8,
1159,42.190296,-121.731369,,,,,,0.0,
1160,38.088902,-88.625,,,,0.009,,,
1161,39.0242,-95.7114,,,,0.016,28.0,,
1162,40.481349,-86.109718,,,,,,5.9,
1163,53.3304,6.27681,,,8.51,32.3,21.6822,15.4542,1.48
1164,52.21929306,21.00583333,,1004.0,84.4,,38.7,26.0,
1165,19.5097,-155.9133,,,,,,9.0,0.002
1166,52.17203333,22.27277778,,593.0,10.8,19.3,17.9,11.1,0.7
1167,52.28585778,20.45555556,,,3.7,66.9,,,3.1
1168,40.51408,-75.789703,,,,0.009,,,
1169,40.091702,-75.097801,,,,0.013,,,
1170,25.798333,-80.210278,,0.2,0.011,,,,
1171,39.7794,-105.00523,,0.7,,0.0,20.0,4.8,
1172,47.029301,-122.821503,,,,,,0.8,
1173,43.5653,-71.495796,,,,0.022,,,
1174,43.7781,-91.225,,,,0.019,,5.0,
1175,46.8153,-117.8739,,,,,,1.8,
1176,38.650259,-90.350463,,,,,,-0.4,
1177,53.40337,-1.752006,,,3.0,32.0,,,0.0
1178,30.2258,-92.042801,,,,0.002,,11.9,
1179,40.4316,-86.8525,,,,,,12.6,
1180,-33.516630362266,-70.588123961971,,400.68,36.28,49.370000000000005,71.94,23.509999999999998,5.720000000000001
1181,45.3235,-118.0778,,,,,,4.4,
1182,45.339,-118.095206,,,,,,6.3,
1183,-32.748154,-71.474204,,,13.58,10.51,31.34,,4.94
1184,-36.983803,-73.159774,,0.0,8.68,9.36,17.86,,1.53
1185,33.9258,-117.9506,,,,0.002,,,
1186,41.2853,-93.5839,,,,0.013,,,
1187,30.1783,-82.6192,,,,0.001,,10.8,
1188,44.7072,-89.7697,,,,0.036,,,
1189,33.6747,-117.3358,,,,0.001,11.0,0.0,
1190,42.58,-88.4992,,,,0.02,,,
1191,28.5997,-81.3628,,0.8,0.015,0.005,,11.6,
1192,29.0437592,-95.4729462,,,-0.0004,0.055999999999999994,,,
1193,44.7197,-63.4819,,,,0.02,,,
1194,41.182466,-81.330486,,,,0.019,,,
1195,40.693298,-92.006104,,,0.002,0.011,,4.0,0.0
1196,42.189215,-120.353969,,,,,,1.6,
1197,44.706123,-93.285803,,0.1,0.007,,,4.0,
1198,26.84578611,80.93874444,,2020.0,126.84,2.47,,,
1199,26.84578611,80.93874444,,900.0,38.71,132.71,,,
1200,40.0439,-76.1125,,,,0.022,,2.9,
1201,40.0467,-76.2833,,,,0.022,,10.3,
1202,47.7889,-116.8044,,,,,,-1.0,
1203,34.669589,-118.130689,,,,0.006,52.0,-0.4,
1204,37.793624,-122.263376,2.02,0.34,0.02,,,5.0,
1205,29.834167,-95.489167,,,0.0047,0.05,,,
1206,49.4417,-123.4917,,,0.003,,10.0,0.0,0.001
1207,49.09556,-122.56694,,,,0.015,,,
1208,42.737499,-84.536102,,,0.018,0.003,,7.2,0.0
1209,25.66833,-100.24833,,,,0.004,43.0,0.0,
1210,45.6222,-76.0178,,,,0.001,,,
1211,41.6292,-86.6847,,,,0.012,,,
1212,29.6552778,-95.0097222,,,,0.052,,,
1213,19.5347,-99.1177,,0.4,,0.011,,,0.001
1214,46.397202,-116.806198,,,,,,0.3,
1215,27.5994,-99.5333,,,,,,6.3,
1216,27.517403,-99.515244,,,,0.004,,,
1217,52.2574,5.2359,,,39.08,,31.79,,
1218,41.169722,-85.629444,,,0.007,,,6.8,0.0
1219,-33.37677352033,-70.523326784061,,525.46,28.83,19.13,38.5,14.0,
1220,-38.74869912298,-72.620788228172,,2060.88,,,120.63,85.4,
1221,-29.933006518748,-71.261966365967,,,,,,22.61,
1222,34.4897,-120.0458,,,,0.035,,,
1223,-32.915458,-71.48148,,,,,,,28.79
1224,40.5403,-121.5764,,,,0.041,,,
1225,36.357778,-115.361389,,,,0.044,13.0,0.1,
1226,13.79263500923,100.59607755884,,5.2,0.0,0.007,89.0,,0.001
1227,31.9306,-106.6306,,,,0.003,,,
1228,39.9878,-79.2514,,,,0.017,,,
1229,26.2992,-81.72,,,,0.024,,6.8,
1230,40.873299,-96.183403,,,,,21.0,,
1231,35.1158,-87.47,,,,,,14.3,
1232,34.632999,-98.428802,,,,0.004,,9.1,
1233,33.9517,-118.4389,,,,0.012,,,
1234,52.28881,-1.533119,,,13.0,20.0,16.0,13.0,
1235,52.294884,-1.542911,,,7.0,,17.0,12.0,
1236,47.5988,-120.6647,,,,,,3.7,
1237,39.3275,-94.9513,,,,0.018,,,
1238,39.42689,-84.20077,,,,0.051000000000000004,,12.8,
1239,34.8416,-118.8647,,,,,,5.0,
1240,33.5453,-86.5492,,,,0.004,,,
1241,53.80378,-1.546472,,,27.0,17.0,17.0,11.0,2.0
1242,53.819972,-1.576361,,,37.0,,17.0,15.0,
1243,35.9889,-77.5867,,,,0.022,,6.0,
1244,33.474499,-111.805099,,,,0.011,,,
1245,52.638677,-1.124228,,,37.0,,23.0,,
1246,52.619823,-1.127311,,,34.0,15.0,,13.0,
1247,52.1678,4.50756,,,,,-995.0,,
1248,39.645,-119.842,,0.1,,0.042,,,
1249,41.6681,-87.9906,,,,0.001,,,
1250,35.93583,-81.53028,,,,0.006,,,0.0
1251,35.235,-77.5733,,,,0.024,,,
1252,41.221418,-85.016821,,,,0.011,,,
1253,52.22174,-2.736665,,,6.0,36.0,,,
1254,40.870438,-73.991997,,,,0.015,,,
1255,38.1131,-86.6036,,,,0.006,,,
1256,60.13922,-1.185319,,,,77.0,,,
1257,31.9531,-84.0794,,,,0.001,,,
1258,49.7164,-112.8006,,,,0.032,,1.0,
1259,38.7833,-75.1667,,,,0.018,,,
1260,37.9389,-86.8969,,,,0.007,,,
1261,46.408501,-116.991402,,,,,,9.0,
1262,47.048537,-109.455315,,,,0.036,2.0,6.1,
1263,48.3841,-115.548,,,,,11.0,12.1,
1264,39.303056,-94.376389,,,,0.014,,8.2,
1265,47.660568,-117.084503,,,,,,6.6,
1266,-36.601713211434,-72.958522830688,,,,30.7,833.33,17.21,
1267,27.3072,-82.5703,,,,0.025,,,
1268,40.771,-84.0539,,,,0.019,,3.4,0.0
1269,-35.836942234921,-71.592865853985,,,,,,4.57,
1270,38.89,-121.3,,,,0.014,,10.0,
1271,53.221373,-0.534189,,,7.0,,,,
1272,-33.7827778,151.15,,0.0,0.0007,0.008,,,0.122
1273,40.3414,-111.7136,,,,,0.0,1.3,
1274,35.9722,-81.9331,,,,0.005,,,
1275,35.9722,-81.9331,,,,0.005,,,
1276,41.8131,-88.0728,,,,0.003,,,
1277,46.228731,-67.882566,,,,,,5.4,
1278,37.687526,-121.784217,0.76,,0.018,0.0,,1.0,
1279,-33.9327778,150.9058333,,0.0,0.0012,0.006,7.4,,0.117
1280,53.446944,-2.9625,,,42.0,,,,
1281,53.34633,-2.844333,,,15.0,25.0,13.0,9.0,1.0
1282,42.421494,-83.425168,,0.5,0.011,,,4.1,
1283,36.5432,-117.9418,,,,,5.0,,
1284,40.8125,-96.683098,,,,,,10.0,
1285,-32.797715,-70.898037,,,,,,,53.0
1286,36.1767,-86.7386,,,,,,4.7,
1287,34.7256,-120.4278,,,,0.022,,,
1288,34.637798,-120.456703,,,,0.005,5.0,0.0,
1289,-32.795151048047,-71.533019680176,,655.95,15.65,38.39,94.0,,7.29
1290,39.78819,-83.47606,,,,0.02,,5.0,
1291,51.46603,0.184806,,,35.0,,,26.0,
1292,51.52229,-0.125889,,,76.0,9.0,28.0,21.0,30.0
1293,42.862537,-71.380173,,0.12,,0.013,5.0,4.0,0.0
1294,51.45258,0.070766,,,25.0,6.0,,21.0,
1295,51.584128,-0.125254,,,34.0,1.0,,,
1296,51.48879,-0.441614,,,54.0,5.0,27.0,22.0,
1297,51.617333,-0.298777,,,,,,24.0,
1298,51.49633,-0.460861,,,46.0,1.0,,,
1299,51.52253,-0.154611,,,87.0,7.0,39.0,27.0,14.0
1300,51.52105,-0.213492,,,61.0,11.0,39.0,27.0,12.0
1301,51.42099,-0.339647,,,14.0,45.0,,,
1302,51.425286,-0.345606,,,,,,19.0,
1303,51.49467,-0.131931,,,39.0,,,,
1304,36.609,-118.0578,,,,,6.0,,
1305,36.5975,-118.04,,,,,6.0,-0.2,
1306,33.8022,-118.3667,,,,0.007,,,
1307,34.805,-83.237503,,,,0.049,,0.5,0.001
1308,40.164585,-105.100861,,,,,,4.7,
1309,46.1394,-122.9619,,,,,,1.0,
1310,32.378682,-94.711811,,,,0.013,,,
1311,34.0669,-118.2417,,,,0.001,7.0,2.0,
1312,-37.463035064801,-72.324575155457,,,,,,33.93,
1313,37.2267,-121.9786,,,,0.017,,,
1314,19.5787,-99.0396,,,,0.001,,,0.007
1315,-32.764139,-71.454494,,925.47,18.02,28.200000000000003,27.58,,20.04
1316,-32.833639,-70.99693,,740.7,,983.1,57.87,,0.1651
1317,-37.100696257418,-73.155760394707,,1484.81,25.75,33.28,60.59,,10.13
1318,-37.077619809695,-73.154136498581,,259.87,5.89,28.38,5.98,,4.88
1319,42.6769,-73.7556,,,,0.016,,,
1320,54.43951,-7.900328,,,,17.0,7.0,,
1321,47.0708,-65.4244,,,,0.014,,,
1322,41.675213,-83.30693,,,,0.025,,,
1323,30.4197,-91.1819,,,,0.001,,,
1324,34.4101,-116.906874,,,,,3.0,,
1325,50.7937,0.18125,,,23.0,30.0,,,2.0
1326,39.5511,-75.7308,,,,0.018,,,
1327,51.892293,-0.46211,,,64.0,,,,
1328,35.8142,-80.2633,,,,,,10.3,
1329,29.7644,-95.0781,,,,0.0,,,
1330,29.7616528,-95.0813861,,,0.0038,0.053,,,
1331,42.474701,-70.971901,,0.11,0.002,0.024,,4.0,
1332,36.1336,-95.7636,,,,0.008,,,
1333,38.1944,-87.3414,,,,0.008,,,
1334,47.8064,-122.3167,,,,,,1.0,
1335,44.778743,-122.617048,,,,,,8.2,
1336,51.932,4.22802,,,-999.0,-999.0,33.9348,26.3522,
1337,50.8598,5.71381,,,,,,14.5,
1338,50.8459,5.71475,,,-999.0,-999.0,26.2857,14.4286,
1339,50.8521,5.6758,,,,-999.0,,16.5714,
1340,53.326444,-9.903917,,,,60.0,,,
1341,37.7046,-85.0485,,,,0.028,,,
1342,32.8031,-83.5447,,,,0.001,,8.9,0.0
1343,47.3553,-68.3211,,,,,,1.0,
1344,39.464718,-84.403774,,,,,,,0.0
1345,36.9533,-120.0341,,,,0.012,45.0,14.0,
1346,36.8669,-120.01,,,,0.013,,,
1347,41.256902,-72.55322,,,,0.03,,,
1348,43.1008,-89.3572,,,,0.03,,5.0,0.0
1349,30.4293,-90.1997,,,,0.0,,14.6,
1350,44.6306,-121.131599,,,,,,5.8,
1351,18.279680637193,99.663144703624,,,0.002,0.008,25.0,,0.0
1352,13.550478,100.264254,,,0.03,0.011,51.0,,0.005
1353,19.041847,72.865513,,950.0,42.82,16.78,205.27,51.56,
1354,17.6599188,75.9063906,,4440.0,34.3,38.41,202.44,86.96,11.97
1355,49.323891,-123.083611,,,,0.001,,,
1356,9.1368079509525,99.320715944922,,0.37,0.006,0.007,16.0,,0.001
1357,48.317507,-107.862471,,,,0.015,4.0,-2.0,
1358,37.1314,-86.1481,,,,0.011,,7.9,
1359,37.6481,-118.9733,,,,,-2.0,,
1360,13.164544,80.26285,,1000.0,20.45,,,,
1361,53.48152,-2.237881,,,40.0,5.0,,10.0,3.0
1362,53.371306,-2.239218,,,12.0,22.0,,,
1363,30.1358,-81.6339,,,,,,2.0,
1364,28.6341,77.2005,,1400.0,78.3,6.6,183.0,102.0,12.6
1365,44.3069,-86.2428,,,,0.015,,,
1366,38.853097,-104.901286,,,,0.029,,,
1367,44.1386,-87.6161,,,,0.02,,,
1368,36.1053,-96.3608,,,,0.008,,,
1369,37.8027,-121.2208,,,,,47.0,11.0,
1370,29.5203,-95.3925,,,,0.002,,,
1371,29.5204432,-95.3925089,,,-0.0026,0.054,,,
1372,49.215,-122.58194,,,,0.011,,,
1373,12.708296915688,101.16605097923,,0.4,0.01,0.007,27.0,,0.003
1374,39.818715,-75.413973,,,,,,-1.4,
1375,33.0587,-112.0471,,,,,32.0,,
1376,35.0544,-119.4039,,,,0.063,,,
1377,39.432093,-81.460402,,,,0.021,,,
1378,45.168,-92.7651,,,,0.01,,,
1379,35.1967,-90.1911,,,,0.008,,13.5,
1380,52.554444,-0.772222,,,8.0,43.0,,,
1381,44.4572,-95.835,,,,0.011,,7.0,
1382,52.22517222,21.89311111,,546.0,36.1,,23.2,13.8,
1383,39.465599,-77.958298,,,,0.017,,,
1384,38.7109,-90.4759,,,,0.006,,,
1385,48.055,-122.175797,,,,,,1.3,
1386,38.7267,-89.959198,,,,0.009,,,
1387,37.55652,-77.40027,,0.2,,0.022,,4.0,0.0
1388,41.537041,-81.458889,,,,0.015,,,
1389,30.2603,-81.4533,,,,0.04,,3.0,
1390,36.572725,-121.804919,,,,,,7.0,
1391,33.3311,-87.0036,,,,0.004,,12.2,
1392,34.906082,-95.794128,,,,0.01,,5.7,
1393,44.890197,-116.1065,,,,,,-0.2,
1394,33.4347,-84.1617,,,,0.0,,14.9,
1395,38.921848,-77.013176,,,0.006,0.011,7.0,6.0,0.001
1396,28.876028,76.619464,,1210.0,36.16,36.14,51.26,90.72,123.45
1397,42.31411,-122.87923,,,,,,2.0,
1398,50.0492,-110.6814,,,,0.019,,2.1,
1399,40.003899,-107.847504,,,0.0,0.031,,,
1400,28.0542,-80.6283,,,,0.013,22.0,11.3,
1401,36.1092,-79.8011,,,,0.016,14.0,14.0,
1402,41.6669,-81.338781,,2.7,,,,,
1403,29.940001,-89.919998,,,,0.016,,,
1404,19.4246,-99.1195,,0.8,0.025,0.005,10.0,6.0,0.002
1405,37.2817,-120.433601,,,,0.009,,17.0,
1406,30.0380556,-95.3811111,,,,0.045,,,
1407,32.3644,-88.7314,,,,0.003,,,
1408,35.02079,-120.56389,,,,,3.0,0.0,0.0
1409,33.4105,-111.8651,,0.2,,0.006,19.0,5.7,
1410,46.5754,-119.0021,,,,,,1.4,
1411,37.1983,-108.4903,,,,0.037,,,
1412,36.807914,-114.060877,,,,0.03,,,
1413,39.9611,-77.4756,,,,0.022,,,
1414,30.011667,-95.5225,,,,0.046,,,
1415,36.922222,-94.83889,,,,0.027,,14.0,
1416,40.08455,-84.11412,,,,0.021,,,
1417,25.7947,-80.2156,,,,,,7.6,
1418,33.419017,-110.829667,,,,,19.0,,
1419,33.3855,-110.867267,,,,,,,0.025
1420,33.3992,-110.8589,,,,,,,0.0
1421,33.397433,-110.87445,,,,,,,0.0
1422,41.7169,-86.9075,,,,0.008,,,
1423,46.6964,-68.033096,,0.19,0.002,0.017,,5.5,0.0
1424,36.6081,-83.7369,,,,0.001,,,
1425,43.2189,-78.4792,,,,0.032,,,
1426,54.569297,-1.220874,,,12.0,26.0,11.0,6.0,10.0
1427,39.529481,-84.393364,,,,0.026999999999999996,,,
1428,32.482081,-97.026922,,,,0.017,,10.4,
1429,41.7856,-73.6947,,,,0.021,,,
1430,35.856098,-78.574203,,0.26,0.009,0.018,17.0,17.7,0.001
1431,44.752092,-122.479672,,,,,,11.8,
1432,46.2056,-93.7589,,,,0.014,,,
1433,42.8619,-71.8789,,0.12,,0.016,1.0,3.0,0.0
1434,39.305199,-75.797203,,,,0.018,,3.0,
1435,36.4581,-117.8519,,,,,1.0,,
1436,39.422272,-75.0252,,,,0.015,,3.7,
1437,43.0178,-87.9333,,,,0.012,,8.0,
1438,42.930569,-87.932106,,,,,,9.0,
1439,42.93257,-87.93434,,0.63,0.028,,,,
1440,43.0611,-87.9125,,,0.024,0.001,35.0,8.0,0.003
1441,50.7667,-64.2167,,,,0.02,,,
1442,42.68,-114.2525,,,,,,3.0,
1443,44.979,-93.2737,,0.2,,,,,0.001
1444,45.012102,-93.276699,,,,,166.0,,
1445,44.9653,-93.2551,,0.5,0.01,0.007,,1.0,
1446,45.008297,-93.277041,,,,,297.0,,
1447,44.9536,-93.2581,,,,,,2.0,
1448,33.996387,-117.4925,,,,0.002,12.0,7.0,
1449,-41.4795069236,-72.968755930145,,,,,,5.279999999999999,
1450,47.8943389,106.8824722,,,0.0,30.0,149.0,,9.0
1451,26.226226,-98.29107,,,,0.009,,5.4,
1452,33.6125,-117.6517,,,,0.025,,,
1453,46.842297,-114.020549,,,,0.036,1.0,-2.3,
1454,41.4271,-80.1451,,,,0.021,,,
1455,39.7394,-75.5581,,,,0.012,,2.5,0.0
1456,35.758395,-120.696445,,,,,,13.0,
1457,39.482492,-121.221235,,,,,,5.0,
1458,47.929732,106.888629,,5369.0,74.0,6.0,745.0,385.0,239.0
1459,35.4884,-97.090278,,,,0.005,17.0,6.7,
1460,44.483,19.116,,0.0,14.0,70.0,20.0,,0.0
1461,37.6583,-120.9936,,0.23,,0.008,16.0,6.0,
1462,35.0506,-118.1464,,,,0.042,12.0,6.0,
1463,35.101898,-115.776703,,,,0.034,,,
1464,45.54271,-73.57176,,,0.004,0.025,,2.8,
1465,46.11,-64.79,,,0.004,0.009,,6.0,
1466,47.9035389,106.8507083,,1375.0,70.0,,284.0,,28.0
1467,40.277645,-74.005096,,,,0.015,,,
1468,38.0697,-118.9477,,,,,5.0,,
1469,32.509701,-92.046097,,,,0.0,,,
1470,34.9739,-80.5408,,,,0.001,,,
1471,41.92357,-83.345858,,,,,,,0.001
1472,39.5756,-86.4778,,,,0.013,,,
1473,35.1514,-80.8669,,,,,,16.7,
1474,19.4604,-98.9028,,0.6,0.01,0.002,,,0.001
1475,32.4069,-86.2564,,,,0.0,,12.6,
1476,41.2508,-76.9239,,,,0.02,,,
1477,46.7686,-75.4319,,,,0.009,,,
1478,35.32,-97.4883,,,,0.004,,7.0,
1479,39.648899,-79.921097,,,,0.019,,,
1480,35.36639,-120.8426,,,0.002,0.012,,,
1481,40.0601,-82.976857,,0.3,,,,,
1482,46.728199,-116.954597,,,,,,13.0,
1483,47.1303,-119.2726,,,,,,4.1,
1484,41.1175,-78.5261,,,,0.019,,,
1485,39.9158,-80.7342,,,,,,7.9,
1486,19.555445,-155.102036,,,,,,5.0,0.002
1487,47.505,-52.7947,,,,0.036,,6.0,
1488,41.750599,-109.789703,,,0.0,0.038,3.0,,0.001
1489,38.673172,-90.239086,,,0.013,,13.0,,0.002
1490,34.7606,-87.6506,,,,0.0,,,
1491,40.7269,-73.8933,,,,,,1.6,
1492,48.894014,-116.359419,,,,,,9.6,
1493,35.765413,-82.264944,,,,0.051,,,
1494,35.765413,-82.264944,,,,0.054,,,
1495,41.4561,-73.7103,,,,0.02,,,
1496,46.7841,-121.740303,,,,0.037,,,
1497,39.4751,-91.78899,,,0.002,0.009,6.0,,0.001
1498,48.410198,-122.337601,,,,0.028,,1.3,
1499,44.369999,-71.290001,,,,0.004,,,
1500,39.85567,-83.99773,,,,0.005,,,0.0
1501,45.28845,-121.782775,,,,,,5.7,
1502,27.57311,-82.2817,,0.41,0.013,,,11.5,
1503,41.3694,-111.0419,,,0.0,0.037,,,
1504,41.419201,-91.070801,,,,,,,0.001
1505,41.4014,-91.0684,,,,,,7.0,0.001
1506,41.407799,-91.0625,,,,,,,0.0
1507,-38.725302444781,-72.571192550926,,,,,100.82,95.88,
1508,43.2781,-86.3111,,,,0.015,,,
1509,35.792801,-95.301903,,,,,53.0,,0.0
1510,29.308562,-95.19991,,,0.0098,0.018,,,
1511,-32.2716667,150.8858333,,,0.021,,14.1,4.4,0.0
1512,40.2169,-110.182297,,,0.0,0.03,,,
1513,42.1941,-122.7086,,0.37,0.033,0.03,121.0,8.4,
1514,13.763936293311,100.52907795047,,,,,25.0,,
1515,18.12614,100.1654,,0.18,0.004,0.027,11.0,,0.001
1516,16.445329,102.835251,,2.46,0.028,0.046,96.0,,0.003
1517,43.58031,-116.562676,,,,,12.0,4.0,
1518,13.532555,99.814873,,0.6,0.007,0.014,24.0,,0.001
1519,49.2008,-123.9939,,,,0.016,,,
1520,38.3108,-122.295,,0.41,0.011,0.005,,4.0,
1521,14.683085094818,100.87513981078,,1.18,0.012,0.005,113.0,,0.001
1522,51.781784,-4.691462,,,1.0,49.0,9.0,,2.0
1523,41.4942,-71.4219,,,,0.017,,2.0,
1524,42.7019,-71.445,,,,0.004,,,
1525,37.62668,-79.5126,,,,0.018,,,
1526,38.650716,-121.50665,,0.5,0.013,0.012,5.0,,
1527,19.1494,72.9986,,2150.0,,,105.83,77.23,
1528,41.4994,-74.0097,,,,,,-0.1,
1529,64.8458,-147.72727,,0.6,,0.004,16.0,10.0,0.007
1530,26.054047,-80.257608,,0.35,,0.082,21.0,6.9,0.0
1531,37.360684,-118.330783,,,,,6.0,0.3,
1532,46.8508,-70.4528,,,,0.021,,,
1533,40.0767,-75.0108,,,,0.018,,,
1534,48.366058,-124.610046,,,,,,2.1,
1535,43.593929,-116.381248,2.58,1.33,0.069,,,18.5,
1536,35.502968,-97.577674,,0.7,0.003,,,,
1537,29.9786,-94.0111,,,,0.007,,,
1538,26.4703088,80.3251749,,5240.0,95.36,11.17,,877.0,182.23
1539,39.991389,-75.080833,,,,0.012,,4.9,
1540,40.0845,-82.81552,,,,0.036,,6.9,0.003
1541,40.720989,-74.192894,,0.27,0.012,0.012,,2.3,0.0
1542,42.814507,-70.818489,,,0.0,0.028,,,
1543,-32.9325,151.7583333,,0.1,0.0014,0.028,7.1,,0.204
1544,43.881401,-104.191902,,,,0.028,,,
1545,54.97825,-1.610528,,,23.0,5.0,15.0,11.0,
1546,54.986405,-1.595362,,,54.0,,,,
1547,40.9958,-80.3467,,,,0.0,,,
1548,39.8344,-75.7678,,,,0.021,,3.2,
1549,34.268398,-77.956398,,,,,,,0.0
1550,42.7314,-82.7936,,,,0.02,,,
1551,41.3011,-72.9028,,0.15,0.005,0.018,4.0,4.0,0.0
1552,36.956699,-97.034401,,,,0.016,,,
1553,33.4039,-84.7461,,,,0.004,,14.3,
1554,51.601203,-2.977281,,,37.0,,22.0,13.0,
1555,45.2378,-86.9936,,,,0.024,,,
1556,30.6817,-91.3661,,,,0.0,,,
1557,38.065,-84.5,,,,0.01,,4.6,
