,latitude,longitude,bc,co,no2,o3,pm10,pm25,so2
2062,32.5364,-93.7492,,,,0.001,,9.8,
2063,33.565278,-86.796389,,,,,8.0,6.5,
2064,52.2944,1.463497,,,,21.0,,,
2065,47.803421,-104.485619,,,,0.013,7.0,-0.2,
2066,-22.888724142633,-69.318140714844,,,,,30.0,15.0,
2067,27.94,-82.0003,,,,0.003,,,0.0
2068,45.014998,-122.790382,,,,,,2.1,
2069,34.2775,-118.6847,,,,0.014,7.0,2.0,
2070,27.7403,-82.4656,,,,0.024,,,0.002
2071,41.78237,-107.12083,,,,,,,0.002
2072,-32.5297222,151.1497222,,,0.004,,12.6,3.2,0.0
2073,42.327579,-96.368192,,,,,,,0.0
2074,43.54792,-96.700768,,,,0.011,16.0,12.1,
2075,44.9636,-67.060799,,,,0.016,,4.3,
2076,18.791092,98.988666,,1.17,0.029,,26.0,,0.001
2077,13.173601347345,100.92769331172,,,0.008,0.014,19.0,,
2078,44.2921,-121.5555,,,,,,1.8,
2079,36.845376,-121.537306,,,,,,45.0,
2080,36.35586,-96.01243,,,,0.006,,,
2081,31.893889,-106.425556,,,,0.022,,,
2082,41.8829,-93.6879,,,,0.013,,,
2083,38.494475,-121.211131,,,,0.019,,1.0,
2084,37.06315,-122.083097,,,,,,6.0,
2085,37.06315,-122.083097,,,,,,1.0,
2086,54.7831,-127.1775,,,0.002,0.001,,5.9,
2087,41.842778,-111.85194,,,0.004,0.028,331.0,-4.8,
2088,37.1556,-88.3931,,,,0.009,,,
2089,63.5086,-116.0078,,,,0.035,,,
2090,31.66752,-106.28774,,,,0.0,35.0,8.5,
2091,42.695301,-111.593903,,,,,,,0.001
2092,42.65167,-111.61472,,,,,,1.2,
2093,35.14,-85.1697,,,,0.01,,,
2094,35.14,-85.1697,,,,0.067,,,
2095,32.3169,-106.7669,,,,0.01,,,
2096,36.427953,-121.327953,,,,,,11.0,
2097,37.097801,-84.611702,,,,0.0,,,
2098,13.66402619452,100.54340633012,,0.39,0.014,0.002,35.0,,0.002
2099,37.9817,-120.3786,,,,0.006,,,
2100,18.247769049494,99.766891808156,,0.48,0.001,0.01,18.0,,0.002
2101,40.323898,-79.868301,,,,,,5.0,
2102,46.3864,-62.5828,,,0.0,0.024,,6.0,
2103,50.920265,-1.463484,,,28.0,,24.0,,
2104,50.90814,-1.395778,,,16.0,5.0,6.0,5.0,4.0
2105,41.6967,-86.2147,,,0.014,0.012,,18.3,
2106,39.444199,-77.041702,,,,0.021,,,
2107,33.6906,-84.2731,,0.96,0.012,0.0,34.0,30.8,0.001
2108,51.544206,0.678408,,,54.0,10.0,,23.0,
2109,38.5042,-76.811897,,,,0.018,,,
2110,40.381901,-80.1856,,,,0.016,,,
2111,38.945,-119.9689,,,,,6.0,,
2112,33.792221,-118.175278,,,,,,1.0,
2113,33.4033,-112.0731,,1.0,,0.0,44.0,13.8,
2114,39.469219,-119.775352,,,,0.016,11.0,,
2115,33.4797,-111.9172,,,,0.006,31.0,,
2116,33.9,-86.05,,,,0.005,,,
2117,35.0186,-106.651901,,0.17,,0.004,26.0,5.1,
2118,51.480499,-0.05955,,,59.0,,41.0,,
2119,38.2317,-85.8156,,,,,19.0,6.1,
2120,40.136398,-111.660202,,,,0.037,,,
2121,39.540916,-119.746758,,0.5,,0.009,5.0,6.0,
2122,-34.56,-58.506,,,,,,18.1,
2123,23.728,90.398,,,,,,6.4,
2124,33.688,-84.29,,,,,,5.0,
2125,26.519,80.233,,,,,,27.8,
2126,8.484,4.675,,,,,,4.1,
2127,-6.888,107.61,,,,,,8.8,
2128,37.132,-86.148,,,,,,7.1,
2129,14.635,121.08,,,,,,9.7,
2130,1.298,103.78,,,,,,282.9,
2131,40.01,116.333,,,,,,173.0,
2132,21.048,105.8,,,,,,36.9,
2133,31.907,34.81,,,,,,23.4,
2134,36.47,-83.83,,,,0.033,,,
2135,39.831524,-89.640923,,,,0.006,,,
2136,47.653801,-117.418404,,0.3,,,,,
2137,47.672501,-117.364899,,,,,3.0,-1.0,
2138,47.663963,-117.257652,,,,,,3.8,
2139,47.827202,-117.2742,,,,0.019,,,
2140,47.6997,-117.4263,,,,,,2.7,
2141,42.1086,-72.5911,,0.2,0.007,0.019,,4.0,0.0
2142,44.046683,-123.017736,,,,,,2.0,
2143,39.92882,-83.80949,,,,,,4.7,
2144,36.0183,-83.8761,,,,0.017,,,
2145,36.1797,-94.1167,,,,0.002,,11.6,
2146,49.7064,-123.1544,,,,0.03,,,
2147,41.9756,-72.3867,,,,0.009,,,
2148,45.0892,-67.0786,,,,0.015,,8.0,
2149,30.128901,-85.738098,,,,0.023,,8.7,
2150,32.881195,-111.961998,,,,,48.0,,
2151,51.518167,0.439548,,,50.0,,35.0,28.0,
2152,44.973096,-93.199879,,,,,,7.0,
2153,44.471901,-93.013298,,,,0.015,,,
2154,40.8114,-77.8769,,,,0.025,,0.7,
2155,43.1583,-79.235,,,,0.002,,5.0,
2156,45.55,-94.1333,,,,0.006,,2.0,
2157,53.1325,-117.09111,,,0.0,0.04,,1.1,0.0
2158,40.366452,-80.615691,,,,0.023,,9.2,0.0
2159,43.0122,-73.6492,,,,0.012,,,
2160,35.750599,-94.669701,,0.19,,0.018,33.0,18.0,0.0
2161,33.29015,-112.159874,,,,0.007,27.0,,
2162,47.6528,-52.8167,,,,0.03,,,
2163,39.741667,-94.858333,,,,,,18.7,
2164,47.1542,-67.8347,,,,0.015,,,
2165,54.216473,-111.50264,,,0.001,0.034,,0.4,0.0
2166,43.600699,-116.347853,,0.16,,0.013,,67.4,0.0
2167,47.3167,-116.570297,,,,,,2.0,
2168,30.0842,-84.1617,,0.1,,0.024,,5.2,
2169,30.008887,-91.869595,,,,0.002,,,
2170,-33.7972222,150.7658333,,,0.0007,0.015,3.2,,0.151
2171,45.2108,-93.6686,,,,0.01,,3.0,
2172,42.2869,-89.9997,,,,0.041,,,
2173,37.9508,-121.2675,,0.23,0.011,0.007,,18.0,
2174,54.565819,-1.3159,,,13.0,,,7.0,
2175,54.516667,-1.358547,,,5.0,,11.0,4.0,
2176,52.980436,-2.111898,,,42.0,,17.0,,
2177,53.02821,-2.175133,,,23.0,23.0,,6.0,
2178,50.916932,-0.449548,,,17.0,,28.0,25.0,
2179,51.77798,1.049031,,,24.0,6.0,,,
2180,44.9507,-93.0985,,,,,10.0,,
2181,44.9594,-93.0356,,,,,,1.0,
2182,44.9556,-93.1459,,0.0,,,,,
2183,27.9711,-82.7361,,,,0.013,,,
2184,38.0053,-87.7183,,,,0.008,,,
2185,41.1519,-73.1036,,,,0.023,,,
2186,57.734456,-4.776583,,,,71.0,,,
2187,44.980598,-74.695297,,,0.0,0.001,,6.7,0.0
2188,40.5633,-78.92,,,,0.024,,,
2189,41.477011,-81.682383,,,,,,,0.0
2190,27.172459,-80.240692,,,,0.035,,8.2,
2191,45.3656,-72.2656,,,,0.021,,,
2192,36.7969,-108.4725,,,,0.015,,,
2193,30.1103,-84.9903,,,,0.026,,,
2194,38.474998,-77.767799,,,,0.016,,,
2195,34.4742,-85.4081,,,,0.0,,,
2196,44.2783,-71.3025,,,,0.028,,,
2197,54.88361,-1.406878,,,19.0,14.0,,9.0,
2198,54.91839,-1.408391,,,19.0,,,,
2199,46.32033,-119.9981,,,,,,3.1,
2200,36.163958,-115.113917,,0.17,0.005,,5.0,0.8,
2201,-32.800981,-71.483371,,295.28,8.57,11.4,15.88,,3.25
2202,49.13278,-122.69417,,,,0.003,,,
2203,40.5969,-74.1264,,,,0.01,,,
2204,39.20556,-121.82046,,,,0.04,,,
2205,51.632696,-3.947374,,,57.0,,20.0,21.0,
2206,44.3958,-122.7305,,,,,,2.0,
2207,39.2787,-84.36612,,,,0.01,,5.7,
2208,46.1425,-60.1728,,,0.008,0.04,,9.2,0.001
2209,57.149,-111.642,,,,0.035,,0.4,
2210,47.2656,-122.3858,,,,,,8.6,
2211,47.1864,-122.4517,,,,,,0.1,
2212,47.22634,-122.46256,,,0.012,,,4.0,
2213,39.12886,-84.50404,,0.1,0.004,0.011,5.0,6.4,0.0
2214,35.854198,-94.986099,,,,0.001,,,
2215,39.166,-120.1488,,,,,,10.0,
2216,47.339802,-124.291801,,,,,,3.3,
2217,41.948669,-91.639543,,,,,,,0.001
2218,38.970101,-77.016715,,,0.013,0.008,,,
2219,-33.673752071375,-70.953064737434,,73.27,4.96,20.39,29.0,3.0,2.3
2220,7.8816363400512,98.394290593566,,0.58,0.015,0.015,5.0,,0.004
2221,42.229891,-122.7877,,,,0.028,,,
2222,26.83399722,80.8917361,,1090.0,52.73,,,,
2223,30.4397,-84.3483,,,,0.0,,,
2224,-31.1105556,150.9141667,,,,,14.7,9.1,
2225,32.4253,-111.0669,,,,0.025,,,
2226,36.3833,-105.5833,,,,,,2.9,
2227,52.29085889,21.03916667,,583.0,29.3,11.8,29.7,22.4,1.9
2228,33.5783,-86.7739,,,,0.0,,,
2229,35.9139,-81.191,,,,0.003,16.0,,
2230,41.995602,-83.946701,,,,0.014,,3.8,
2231,33.583099,-117.072197,,,,0.012,,16.0,
2232,33.4124,-111.9347,,,,0.001,16.0,4.0,
2233,31.122527,-97.431158,,,,0.037,,,
2234,39.4861,-87.4014,,,,0.017,,16.0,0.001
2235,3.1550257966311,3.8810169999999,,,,,38.0,28.0,
2236,44.75,18.349,,2372.0,11.0,90.0,116.0,,0.0
2237,33.435489,-94.075671,,,,,,4.1,
2238,29.4057,-94.94712,,,0.0021,0.057,,,
2239,29.3852338,-94.9315197,,,,,,,0.0013
2240,12.680918537711,101.27357778829,,1.85,0.016,0.003,16.0,,0.002
2241,45.602419,-121.203387,,,,0.022,,9.1,
2242,46.949699,-103.514397,,,,0.007,,,
2243,29.7639,-90.7653,,,,0.0,,7.9,
2244,33.461807,-112.128044,,0.6,0.025,,,12.4,
2245,40.244953,-88.188179,,,,0.007,,,
2246,29.9219,-93.9139,,,,,,13.2,
2247,47.594395,-115.323746,,,,,9.0,,
2248,34.21,-118.8694,,,,0.01,,5.0,
2249,44.6633,-105.287498,,,0.002,0.023,,,
2250,13.119234177302,100.91849922412,,,0.003,0.026,16.0,,0.001
2251,51.47707,0.317969,,,27.0,3.0,35.0,,6.0
2252,36.903301,-76.438599,,,,0.021,,,
2253,45.9075,-71.9492,,,,0.017,,,
2254,41.6447,-76.9392,,,,0.023,,,
2255,34.198875,-96.67308,,,,0.009,,,
2256,44.2994,-81.5753,,,,0.02,,2.0,
2257,34.955601,-81.924797,,,,,,15.5,
2258,19.2464,-99.01,,0.3,0.015,0.012,9.0,,0.002
2259,19.529,-99.2045,,0.7,0.033,0.005,18.0,9.0,0.004
2260,51.39909556,21.13916667,,568.0,27.9,9.8,24.4,15.4,0.5
2261,47.922495,106.794805,,5076.0,45.0,5.0,1278.0,522.0,150.0
2262,39.399837,-119.739609,,0.1,,0.032,-1.0,,
2263,53.37,-115.1906,,,,0.001,,3.4,
2264,29.5894444,-95.3536111,,,,0.047,,,
2265,42.9981,-78.8993,,,,,,6.7,
2266,33.654725,-111.107406,,,,0.017,,,
2267,40.539299,-112.299797,,,,,,0.2,
2268,46.380199,-120.332603,,,,,,4.0,
2269,43.6619,-79.3853,,,,0.006,,5.0,
2270,42.06,-104.17,,,0.005,0.019,32.0,3.4,0.0
2271,41.705226,-76.512726,,,,0.02,,6.8,
2272,51.52253,-0.042155,,,30.0,,,,
2273,37.6825,-121.4406,,,,0.049,22.0,4.0,
2274,39.417155,-86.152406,,,,0.016,,,
2275,35.185,-106.5077,,,,0.03,,2.7,
2276,36.6324,-120.3822,,,,0.017,,6.0,
2277,33.7397,-81.8536,,,,0.011,,15.4,
2278,39.5306,-94.556,,,,0.017,,,
2279,35.8652,-78.8197,,,0.007,,,,
2280,35.774455,-117.372109,,,,0.028,8.0,,
2281,39.104722,-94.570556,,,0.011,,18.0,9.1,0.001
2282,46.0481,-89.6536,,,,0.02,,,
2283,39.3386,-120.170303,,,,,,16.0,
2284,41.240537,-80.662759,,,,0.01,,,
2285,41.9756,-70.0239,,,,0.026,,,
2286,36.206699,-95.976402,,0.25,0.012,0.004,,21.7,0.0
2287,36.149876,-96.011665,,,,,,,0.001
2288,36.15483,-96.015845,,,,,,,0.0
2289,36.126945,-95.99894,,,,,,,0.0
2290,19.6025,-99.1771,,0.0,0.02,0.005,112.0,,0.002
2291,34.2633,-88.7597,,,,0.0,,,
2292,37.4883,-120.8358,,,,-0.001,,18.0,
2293,44.81029,-122.915085,,,,0.034,,,
2294,33.0894,-87.4597,,,,0.0,,,
2295,40.26207,-122.09265,,,,0.047,,,
2296,42.565089,-114.494717,,,,,,1.9,
2297,42.565089,-114.494717,,,,,,1.0,
2298,48.3645,-120.1211,,,,,,8.8,
2299,32.344008,-95.415751,,,,0.029,,,
2300,19.3607,-99.0738,,0.5,0.026,0.008,8.0,1.0,0.001
2301,19.3044,-99.0738,,0.3,0.024,0.004,,10.0,0.002
2302,42.751518,-96.707208,,,,0.012,15.0,8.2,
2303,-35.435725588722,-71.619553864003,,,,,13.99,4.07,
2304,29.3879,-95.0414,,0.2,,0.049,,,
2305,29.7176,-95.3414,,0.2,,0.049,,,
2306,30.0583,-94.9781,,0.1,,0.057,,,
2307,30.2362,-95.4832,,0.2,,0.057,,,
2308,39.145733,-123.202995,,,,0.027,,,
2309,44.528389,-72.868973,,0.08,,0.016,,0.0,0.0
2310,36.0508,-80.143898,,,,0.006,,,
2311,43.61,-83.36,,,,0.021,,,
2312,32.6292,-115.4469,,,,,,0.0,
2313,-35.406582744695,-71.633396474869,,,,,10.15,1.35,
2314,35.314158,-80.713469,,,,0.0,,,
2315,29.5741,-95.6497,,,,0.045,,,
2316,34.0986,-117.6733,,,,0.018,3.0,11.0,
2317,47.8664611,107.1180194,,1300.0,57.0,2.0,70.0,,20.0
2318,52.16077306,21.03916667,,,31.4,9.7,23.3,13.6,5.1
2319,9.058498,38.761642,,,,,,7.7,
2320,4.6379935,-74.0962868,,,,,,34.8,
2321,13.052371,80.251932,,,,,,-999.0,
2322,23.797687,90.423698,,,,,,43.4,
2323,21.02177,105.819002,,,,,,29.9,
2324,10.783041,106.700722,,,,,,52.6,
2325,17.443464,78.47489,,,,,,56.8,
2326,-6.182382,106.834094,,,,,,36.0,
2327,-6.236585,106.793335,,,,,,30.0,
2328,22.547142,88.351048,,,,,,46.6,
2329,-12.099583,-76.968997,,,,,,30.5,
2330,19.066023,72.868702,,,,,,64.5,
2331,28.598096,77.189066,,,,,,166.3,
2332,42.662161,21.150605,,,,,,8.4,
2333,47.928444,106.930189,,,,,,122.6,
2334,42.6267,-71.3622,,,,0.012,,,
2335,37.13678,-107.62863,,0.71,0.006,0.013,,,
2336,37.10258,-107.870219,,,0.014,0.007,,6.2,
2337,43.0994,-75.225,,,,,,4.4,
2338,52.0677,5.12051,,,61.2,5.23,20.1633,,
2339,52.105,5.12446,,,49.99,,29.6567,18.7848,
2340,52.0677,5.12051,,,42.62,16.54,-999.0,,
2341,52.1013,5.12818,,,27.46,36.75,,21.0992,
2342,52.105,5.12446,,,54.92,,19.63,9.2803,
2343,42.0997,-71.62,,,,0.013,,,
2344,35.1028,-85.1622,,,,0.066,,,
2345,38.3525,-121.9617,,,,0.002,,7.0,
2346,34.5961,-120.6303,,,,0.026,,,
2347,-39.831316104673,-73.22851282209,,,6.58,34.3,16.11,3.39,3.67
2348,30.8486,-83.2933,,,,,,9.0,
2349,-32.807512,-71.436274,,,4.53,7.35,,,5.6
2350,38.102507,-122.237976,,0.74,0.022,0.0,,1.0,0.001
2351,41.5231,-74.215,,,,0.016,,,
2352,41.5114,-87.0353,,,,0.011,,25.669999999999998,
2353,52.8757,6.93243,,,9.59,38.13,19.31,,
2354,49.18639,-123.15222,,,,0.0,,,
2355,45.6166,-122.516602,,,,0.016,,,
2356,45.64336,-122.58737,,,,,,3.0,
2357,45.7228,-73.3764,,,,0.006,,,
2358,51.4074,5.39333,,,33.28,19.99,34.2433,18.2691,
2359,52.4789,4.57934,,,,,54.0182,30.4318,
2360,52.4744,4.6288,,,,,41.4826,28.9435,
2361,-32.77898790221,-71.373031276855,,,40.66,30.91,78.2,26.531,29.235999999999997
2362,38.903824,-77.046127,,0.47,,,,,
2363,40.464722,-109.56083,,,0.046,0.027,,161.8,
2364,50.2333,-119.2833,,,,0.0,,,
2365,28.8358,-97.0056,,,,0.008,,,
2366,22.572646,88.36389499999996,,4810.0,34.39,5.88,42.39,,
2367,48.4292,-123.3583,,,,0.015,,4.0,
2368,34.51,-117.3306,,,,0.021,,,
2369,39.325001,-81.5522,,,,0.022,,,
2370,44.73,19.166,,0.0,12.0,0.0,27.0,,14.0
2371,28.4501285,77.0263051,,1610.0,10.1,13.03,132.94,160.95,4.71
2372,40.970001,-95.044998,,,,0.015,,5.0,
2373,19.6582,-99.0965,,0.5,0.022,0.002,20.0,,0.005
2374,-12.1663889,-76.92,,0.4,0.0079,0.0061,33.8,14.5,0.0012
2375,-33.020419817382,-71.550092842922,,,,1.96,16.39,34.61,
2376,38.7408,-87.4853,,,,0.0,,,
2377,-33.6577778,150.8466667,,0.0,0.0008,0.017,,,0.124
2378,30.2278,-93.5797,,,,0.009,,,
2379,53.1422,-115.1381,,,,0.013,,,
2380,47.5212,-92.5393,,,,,,5.0,
2381,36.3322,-119.2903,,,0.01,0.002,46.0,12.0,
2382,26.9738778,75.7738777777777,,830.0,14.81,34.61,160.9,177.8,7.21
2383,51.9105,4.3263,,,63.47,11.72,29.0167,17.9555,
2384,48.4128,-92.8292,,,,0.015,,,
2385,51.5405,5.85307,,,25.37,26.21,19.2033,9.46909,
2386,26.0732,-80.3386,,,,0.028,,,
2387,31.6531,-97.0706,,,,0.013,,15.5,
2388,35.15869,-78.72804,,,,0.011,,,
2389,39.6367,-119.2889,,,,,13.0,,
2390,-35.1044444,147.3602778,,,,,6.0,,0.166
2391,53.493889,-114.449722,,,0.001,,,,0.001
2392,46.0588,-118.3514,,,,,,0.3,
2393,29.821389,-94.99,,,0.0025,0.057,,,
2394,-32.8961111,151.6691667,,,0.018,0.004,16.4,4.9,0.0
2395,52.605621,-2.030523,,,12.0,33.0,,,
2396,36.16975,-115.263025,,,,0.024,13.0,,
2397,34.346901,-98.307503,,,,0.01,,,
2398,41.330601,-70.785896,,,,0.027,,,
2399,13.588554,101.286359,,,0.0,0.367,29.0,,0.015
2400,32.36253,-88.27792,,,,0.0,,5.9,
2401,42.298302,-72.334396,,,0.002,0.025,,1.0,0.002
2402,32.6056,-83.5979,,,,,,13.9,
2403,42.5467,-83.0061,,,,0.019,,,
2404,41.231167,-80.801914,,,,,,0.1,
2405,53.38928,-2.615358,,,19.0,,13.0,9.0,
2406,40.17,-80.2617,,,,0.002,,6.1,
2407,40.3125,-74.8729,,,,0.011,,,
2408,41.5503,-73.0442,,,,,,7.0,
2409,42.5014,-92.315804,,,,,,8.0,
2410,44.89965,-97.128802,,,,,12.0,3.8,
2411,41.494174,-83.718944,,,,0.007,,,
2412,39.407419,-94.265142,,,,0.017,,,
2413,38.0608,-85.8961,,,,0.012,13.0,6.6,0.001
2414,43.0203,-88.215,,,,0.017,,13.0,
2415,30.3008,-89.395798,,,,0.003,,,
2416,42.743099,-92.5131,,,,0.01,,,
2417,35.56028,-98.68349,,,,,21.0,,
2418,40.42735,-80.59253,,,,0.017,,,
2419,44.261694,-116.979172,,,,,,1.4,
2420,52.1116,5.70842,,,29.1,24.95,22.19,10.3793,
2421,39.8392,-104.9489,,0.6,0.029,0.0,15.0,,0.002
2422,39.6389,-105.1389,,,,0.028,,,
2423,46.4783,-63.9869,,,0.0,0.005,,5.0,
2424,47.885201,-117.988602,,,,,,3.3,
2425,47.43061,-120.34195,,,,,,4.0,
2426,33.406399,-112.144302,,,,,76.0,,
2427,38.8725,-90.226389,,,,0.01,,,
2428,43.656765,-70.629135,,,,0.01,,,
2429,33.299,-111.8843,,0.2,,0.002,32.0,,
2430,46.743889,-92.166946,,,,,,5.0,
2431,29.8330556,-95.6569444,,,,0.046,,,
2432,30.2625,-93.285,,,,,,16.0,
2433,34.0506,-118.4553,,,,0.002,,,
2434,51.7866,4.45053,,,40.69,22.68,23.5767,,
2435,33.0325,-115.6225,,,,0.029,6.0,,
2436,35.833,-98.583,,,,,,,0.001
2437,30.0844,-93.7617,,,,0.002,,,
2438,33.483799,-112.142601,,1.1,0.019,0.001,25.0,6.4,
2439,41.1189,-73.3369,,,,0.017,,,
2440,38.79471,-83.533988,,,,0.006,,0.1,0.0
2441,52.95049,1.122017,,,,29.0,,,
2442,41.615,-71.7197,,,0.003,0.019,,1.0,
2443,40.1147,-80.700798,,,,0.012,,,
2444,50.1439,-122.9611,,,,0.007,,,
2445,44.3647,-73.9017,,,,0.025,,5.0,
2446,48.400523,-114.335973,,,,,3.0,,
2447,43.577603,-116.178156,,,,0.043,,,
2448,41.0522,-73.7642,,,,0.019,,5.8,
2449,40.483799,-109.906197,,,0.0,0.03,,,
2450,30.4264,-82.7947,,,,,,9.7,
2451,39.9975,-86.395278,,,,0.012,,,
2452,46.375431,-120.729317,,,,,,1.2,
2453,37.7011,-97.3139,,,,0.01,16.0,12.0,
2454,19.909242469583,99.823357055937,,0.97,0.007,0.014,44.0,,0.001
2455,19.909995209649,99.83000059939,,0.26,,,23.0,,
2456,52.2985,0.290917,,,9.0,5.0,,,13.0
2457,38.483101,-77.3703,,,,0.017,,,
2458,53.365391,-2.73168,,,37.0,,,,
2459,52.8037,5.05051,,,-998.0,51.3,23.79,-999.0,
2460,53.54914,-2.638139,,,38.0,9.0,,4.0,
2461,52.494,4.60199,,-999.0,-999.0,,35.3304,27.613,-999.0
2462,50.9023,5.88175,,,28.79,19.56,22.03,,-995.0
2463,38.62901,-82.45886,,,,0.017,,,
2464,41.2658,-75.8464,,,,0.019,,,
2465,52.1342,-122.1528,,,0.002,0.003,9.0,5.9,
2466,34.2143,-79.7673,,,,,,12.4,
2467,43.2303,-77.1728,,,,0.007,,,
2468,39.411743,-123.352661,,,,,,2.0,
2469,39.533889,-122.190833,,,,0.025,8.0,8.0,
2470,39.430038,-83.788502,,,,0.009,,,
2471,43.557613,-103.483658,,,,0.021,8.0,5.9,
2472,42.3144,-83.0433,,,,0.0,,6.0,
2473,28.4544,-81.3814,,,,0.009,,,
2474,26.6028,-81.8789,,,,,16.0,6.6,
2475,49.9489,-97.3964,,,,0.006,2.0,,
2476,49.9319,-96.8631,,,,0.003,,,
2477,38.525566,-121.96794,,,,,,5.0,
2478,48.4772,-120.1906,,,,,,8.3,
2479,53.37287,-3.022722,,,27.0,25.0,,9.0,
2480,35.50716,-82.963379,,,,0.001,,,
2481,34.851536,-82.744576,,,,0.0,,,
2482,-34.4186111,150.8863889,,0.1,0.002,0.021,11.3,10.8,0.0
2483,38.6619,-121.7278,,,,0.001,,12.0,
2484,30.3942,-87.0081,,,,0.031,,,
2485,43.945,-71.7008,,,,0.005,,,
2486,38.8606,-90.1058,,,,0.008,,,
2487,42.263901,-71.794701,,0.4,0.013,0.021,,8.0,0.002
2488,38.5483,-82.7317,,,,0.015,,,
2489,35.041401,-78.953102,,,,,25.0,15.0,
2490,53.04222,-3.002778,,,13.0,,,,4.0
2491,39.1175,-94.6356,,,,0.019,4.0,-1.1,
2492,33.4997,-86.9242,,,,,46.0,27.2,
2493,-32.195,150.6736111,,0.1,0.007,0.036,15.4,2.5,0.0
2494,19.5259,-99.0824,,1.2,0.031,0.005,13.0,4.0,0.003
2495,39.66575,-83.94285,,,,0.006,,,
2496,45.863899,-122.410889,,,,,,0.4,
2497,46.594952,-120.512283,,,,,10.0,11.0,
2498,39.472436,-84.394952,,,,,,4.4,0.003
2499,50.5976,-3.71651,,,4.0,46.0,,,
2500,39.80834,-83.88711,,,,,,4.1,
2501,44.5597,-110.4006,,,,0.043,,,
2502,46.952499,-122.5952,,,,0.023,,,
2503,29.170799,-82.1008,,,,0.009,,8.0,
2504,39.8608,-76.4619,,,,0.022,,,
2505,34.9356,-81.228302,,,,0.012,,,
2506,39.9653,-76.6994,,,,0.021,,4.6,
2507,53.967513,-1.086514,,,32.0,,17.0,13.0,
2508,53.951889,-1.075861,,,34.0,,18.0,16.0,
2509,33.9283,-85.0453,,,,0.02,,14.5,
2510,37.713299,-119.7061,,,,0.033,,,
2511,37.7486,-119.5869,,,,,3.0,4.0,
2512,41.095938,-80.658467,,,,,,14.7,
2513,41.096158,-80.658908,,,,0.002,,,0.002
2514,42.24,-83.5997,,,,0.018,,10.9,
2515,39.063033,-119.2044,,,,,64.0,,
2516,39.1389,-121.6175,,,0.005,0.017,5.0,3.0,
2517,35.4794,-97.7508,,,0.006,0.015,,,
2518,30.62673,-81.53597,,,,,,14.9,
2519,32.690277,-114.614441,,,,0.022,25.0,3.0,
2520,52.448,4.81671,,,-999.0,-999.0,40.0391,28.0043,
2521,52.4202,4.83206,,,-999.0,,35.8,,
2522,37.067003,-122.057206,,,,,,13.0,
2523,52.40757694,20.95555556,,,7.3,21.5,,14.0,1.6
2524,52.138,4.83819,,-995.0,36.34,23.17,19.2891,,
2525,51.6347,3.91662,,,34.92,18.16,,,
2526,42.4669,-87.8103,,,,0.0,,,
2527,37.1983,-113.1506,,,,0.023,,,
2528,17.349694,78.451437,,840.0,35.5,10.7,98.0,47.0,4.8
2529,46.0419,-72.66,,,,0.006,,0.0,
2530,33.686741,-112.294167,,,,,29.0,,
